,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
143604,201501280062,2015,1,28,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Donetsk,47.981646999999995,37.762325,1.0,0,,"01/28/2015: Assailants launched two mortars near a bus station in Donetsk city, Donetsk oblast, Ukraine. Eight civilians were killed and 13 others were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,101.0,Bus Station/Stop,Unknown,Bus Station,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Two mortars were used in the attack.,8.0,0.0,0.0,13.0,0.0,0.0,-9,,,,It is unknown if the bus station was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Nine Ukrainian soldiers killed in clashes,"" Turkish Weekly, January 28, 2015.",,,START Primary Collection,0,1,0,1,
143716,201501300095,2015,1,30,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Donetsk,47.981646999999995,37.762325,1.0,0,,"01/30/2015: Assailants fired artillery at civilians standing outside of a community center to receive humanitarian aid in Donetsk city, Donetsk oblast, Ukraine. Five civilians were killed and three civilians were injured in the attack. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,1,1.0,5.0,State Actors,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",Unknown,Community Center,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Artillery was used in the attack.,5.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle and unspecified property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,There is reason to doubt that this incident meets terrorism-related criteria because it is possible that the attack was committed by the Ukrainian army.,"""Lethal shelling rocks Ukraine city,"" CNN, February 1, 2015.","""Ukraine, rebels gather for peace talks as fighting rages in east,"" Reuters, January 31, 2015.","""Artillery fire kills at least 12 civilians in Donetsk,"" TruthDive, January 31, 2015.",START Primary Collection,0,1,0,1,
143717,201501300096,2015,1,30,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Donetsk,47.981646999999995,37.762325,1.0,0,,"01/30/2015: Assailants fired a mortar at a trolleybus near a bus stop in Donetsk city, Donetsk oblast, Ukraine. Two civilians were killed in the attack. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,1,1.0,5.0,State Actors,0.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,Unknown,Trolley,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A mortar was used in the attack.,2.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A trolleybus was damaged in this attack.,0.0,,,,,,,,,,,,,,,,There is reason to doubt that this incident meets terrorism-related criteria because it is possible that the attack was committed by the Ukrainian army.,"""Artillery fire kills at least 12 civilians in Donetsk,"" TruthDive, January 31, 2015.","""Civilians Suffer, Again, As Shells Rain Down On Donetsk,"" Radio Free Europe, January 30, 2015.","""15 civilians killed in eastern Ukraine shelling,"" Business Standard India, January 30, 2015.",START Primary Collection,0,1,0,1,
143718,201501300097,2015,1,30,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Donetsk,47.981646999999995,37.762325,1.0,0,The incident occurred in the Azotni area of the Kuibyshivsky neighborhood.,"01/30/2015: Assailants fired artillery at Azotni neighborhood, Donetsk city, Donetsk oblast, Ukraine. Five civilians were killed in the attack. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,1,1.0,5.0,State Actors,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Azotni Neighborhood,Neighborhood,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Artillery was used in the attack.,5.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,There is reason to doubt that this incident meets terrorism-related criteria because it is possible that the attack was committed by the Ukrainian army.,"""Artillery fire kills at least 12 civilians in Donetsk,"" TruthDive, January 31, 2015.","""15 civilians killed in eastern Ukraine shelling,"" Business Standard India, January 30, 2015.",,START Primary Collection,0,1,0,1,
143810,201502010120,2015,2,1,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Debaltseve,48.346134,38.424828000000005,1.0,0,,"02/01/2015: Assailants attacked Ukrainian soldiers in Debaltseve town, Donetsk oblast, Ukraine. At least 13 soldiers and seven assailants were killed and 29 soldiers and 24 assailants were wounded in the fighting. The Donetsk People's Republic claimed responsibility for the incident.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,"Artillery, Grad missile systems, mortars, and tanks were used in the attack.",20.0,0.0,7.0,53.0,0.0,24.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""13 troops killed in fight with rebels,"" News-Journal, February 2, 2015.","""THE WORLD;  Ukraine fighting worsens;  Twenty separatists and soldiers are killed day after the two sides fail to reach a truce.,"" Los Angeles Times, February 2, 2015.",,START Primary Collection,0,1,0,1,
143811,201502010121,2015,2,1,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Krymske,48.750614,38.787846,1.0,0,,"02/01/2015: Assailants fired projectiles that landed and detonated in Krymske town, Luhansk oblast, Ukraine. Two people were killed and two were wounded in the blast. No group claimed responsibility; however, sources attributed the incident to the Luhansk People's Republic.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Krymske Town,Town,214.0,Ukraine,,,,,,,,,,,,,,,,,Luhansk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A Grad rocket was used in the attack.,2.0,0.0,0.0,2.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Ukraine separatist leader vows to mobilise 100,000 men,"" Agence France Presse -- English, February 2, 2015.","""Ukraine says five servicemen killed over last 24 hours, separatists say 22,"" UNIAN, February 2, 2015.",,START Primary Collection,0,1,0,1,
143949,201502040041,2015,2,4,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Donetsk,47.981646999999995,37.762325,1.0,0,The incident occurred in the Kirovsky neighborhood of the city.,"02/04/2015: Assailants fired two projectiles into an area near Hospital No. 27 in Kirovsky district, Donetsk city, Donetsk oblast, Ukraine. At least three people were killed and five people were injured in the blasts. This was one of two related mortar attacks in Donetsk on the same day. No group claimed responsibility for the incident; however, authorities attributed the incident to the Donetsk People's Republic, which denied responsibility.",1,1,1,1.0,5.0,State Actors,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,6.0,Medical/Pharmaceutical,Hospital No. 27,Hospital,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Two mortars were used in the attack.,3.0,0.0,0.0,5.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A hospital and residential buildings were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here. There is reason to doubt that this incident meets terrorism-related criteria because some sources suspected that the Ukrainian military launched the mortars.","""Shell lands near hospital in Ukraine's Donetsk, at least three dead,"" Reuters, February 4, 2015.","""After deadly shells, sorrow and chaos at Donetsk hospital,"" Agence France Presse -- English, February 4, 2015.","""Ukraine: Pro-Russian separatists and Kiev blame each other for fatal shelling of hospital in Donetsk,"" International Business Times UK, February 4, 2015.",START Primary Collection,0,1,0,1,"201502040041, 201502040042"
143950,201502040042,2015,2,4,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Donetsk,47.981646999999995,37.762325,1.0,0,The incident occurred  in the Kirovsky neighborhood of the city,"02/04/2015: Assailants fired mortars at a dental hospital in Kirovsky district, Donetsk city, Donetsk oblast, Ukraine. An unknown number of people was killed and wounded in the attack. This was one of two related mortar attacks in Donetsk on the same day. No group claimed responsibility for the incident; however, authorities attributed the incident to the Donetsk People's Republic, which denied responsibility.",1,1,1,1.0,5.0,State Actors,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,6.0,Medical/Pharmaceutical,Unknown,Dental Hospital,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars were used in the attack.,,0.0,0.0,,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,"A dental hospital, residential buildings, and vehicles were damaged in this attack.",0.0,,,,,,,,,,,,,,,,There is reason to doubt that this incident meets terrorism-related criteria because some sources suspected that the Ukrainian military launched the mortars.,"""After deadly shells, sorrow and chaos at Donetsk hospital,"" Agence France Presse -- English, February 4, 2015.","""Shelling at Donetsk hospital kills at least three,"" TruthDive, February 5, 2015.","""Ukraine: 35 killed in eastern region clashes,"" Anadolu Agency (AA), February 4, 2015.",START Primary Collection,0,1,0,1,"201502040041, 201502040042"
144045,201502060070,2015,2,6,,0,,214,Ukraine,9,Eastern Europe,Odessa,Odessa,46.49819,30.716760999999998,1.0,1,The incident occurred in the Peresyp neighborhood of the city,"02/06/2015: An explosive device was discovered and defused near the Hlukhyy bridge in the Peresyp neighborhood, Odessa city, Odessa oblast, Ukraine. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,Unknown,Railway Bed,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Bomb near railway bridge defused in Ukraine's Odessa,"" Interfax-Ukraine, February 6, 2015.",,,START Primary Collection,-9,-9,0,-9,
144046,201502060071,2015,2,6,,0,,214,Ukraine,9,Eastern Europe,Odessa,Odessa,46.576332,30.794783000000002,1.0,1,The incident occurred in the Suvorovskyi neighborhood of the city,"02/06/2015: An explosive device detonated near a PrivatBank in Suvorovskyi neighborhood, Odessa city, Odessa oblast, Ukraine. There were no reported casualties in the attack, but the building was damaged. This was one of two related incidents targeting banks on the same day. No group claimed responsibility for the incident.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,3.0,Bank/Commerce,PrivatBank,Bank Branch,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A bank and an unknown number of buildings were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Bomb near railway bridge defused in Ukraine's Odessa,"" Interfax-Ukraine, February 6, 2015.","""12:12Media: Another unexplained explosion hits Odesa,"" UNIAN, February 6, 2015.","""Police demine yet another bomb outside Privatbank office in Odessa,"" Interfax, February 6, 2015.",START Primary Collection,-9,-9,0,-9,"201502060071, 201502060072"
144047,201502060072,2015,2,6,,0,,214,Ukraine,9,Eastern Europe,Odessa,Odessa,46.4218,30.718863,1.0,0,,"02/06/2015: An explosive device was discovered and defused near a PrivatBank in Odessa city, Odessa oblast, Ukraine. This was one of two related incidents targeting banks on the same day. No group claimed responsibility for the incident.",1,1,1,0.0,,,1.0,0,0,3,Bombing/Explosion,,,,,1,Business,3.0,Bank/Commerce,PrivatBank,Bank Branch,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Bomb near railway bridge defused in Ukraine's Odessa,"" Interfax-Ukraine, February 6, 2015.","""Media: police in Odessa cordoned off the area because of the suspicious object,"" RIN.ru, February 6, 2015.",,START Primary Collection,-9,-9,0,-9,"201502060071, 201502060072"
144132,201502080062,2015,2,9,,0,,214,Ukraine,9,Eastern Europe,Kharkiv,Kharkiv,50.008885,36.245943,1.0,0,,"02/09/2015: An explosive device detonated at a notary office in Kharkiv city, Kharkiv oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,,,Unknown,Notary Office,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A building was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Powerful blast rocks Ukraine's Kharkiv - agency,"" Interfax-Ukraine, February 8, 2015.",,,START Primary Collection,-9,-9,0,-9,
144133,201502080063,2015,2,8,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Debaltseve,48.346134,38.424828000000005,1.0,0,,"02/08/2015: Assailants fired projectiles that landed and detonated in Debaltseve city, Donetsk oblast, Ukraine. Seven people were killed between this and an unrelated attack in Avdiivka city on February 8, 2015. The Donetsk People's Republic claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Debaltseve Town,Town,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Artillery was used in the attack.,4.0,0.0,0.0,,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,Casualty numbers for this incident represent an equal division of a cumulative total of killed and wounded across incidents 201502080063 and 201502080064.,"""Fighting rages in run-up to Ukraine ceasefire,"" Today Online, February 13, 2015.","""Nine more Ukrainian servicemen killed in the east,"" Reuters UK, February 9, 2015.","""12 civilians killed in eastern Ukraine artillery fire,"" Yahoo! India, February 9, 2015.",START Primary Collection,0,1,0,1,
144134,201502080064,2015,2,8,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Avdiivka,48.143208,37.753361,1.0,0,,"02/08/2015: Assailants fired projectiles that landed and detonated in Avdiivka city, Donetsk oblast, Ukraine. Seven people were killed between this and an unrelated attack in Debaltseve city on February 8, 2015. No group claimed responsibility for the incident; however, source attributed the attack to the Donetsk People's Republic.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Avdiivka Town,Town,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Artillery was used in the attack.,3.0,0.0,0.0,,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,Casualty numbers for this incident represent an equal division of a cumulative total of killed and wounded across incidents 201502080063 and 201502080064.,"""Nine more Ukrainian servicemen killed in the east,"" Reuters UK, February 9, 2015.","""12 civilians killed in eastern Ukraine artillery fire,"" Yahoo! India, February 9, 2015.","""Four civilians killed in east Ukraine shelling, Debaltseve evacuation on hold,"" 5 Kanal Television, February 8, 2015.",START Primary Collection,0,1,0,1,
144135,201502080068,2015,2,8,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Debaltseve,48.346134,38.424828000000005,1.0,1,,"02/08/2015: Assailants attacked a Ukrainian military checkpoint near Debaltseve city, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,36.0,Military Checkpoint,Armed Forces of Ukraine,Checkpoint,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,,,,,,,,,"Artillery, Grad rockets, mortars, and small arms were used in the attack.",0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Two Dozen Dead in 24 Hours as the Gunfire Rumbles On,"" New Indian Express, February 9, 2015.",,,START Primary Collection,0,1,0,1,
144136,201502080069,2015,2,8,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Chernukhino,48.325562,38.511093,1.0,0,,"02/08/2015: Assailants attacked a Ukrainian military checkpoint in Chernukhino area, Luhansk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Luhansk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,36.0,Military Checkpoint,Armed Forces of Ukraine,Checkpoint,214.0,Ukraine,,,,,,,,,,,,,,,,,Luhansk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,,,,,,,,,"Artillery, Grad rockets, mortars, and small arms were used in the attack.",0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Two Dozen Dead in 24 Hours as the Gunfire Rumbles On,"" New Indian Express, February 9, 2015.","""Ukrainian TV reports continued rebel efforts to cut off Debaltseve salient,"" 1+1 Television, February 10, 2015.",,START Primary Collection,0,1,0,1,
